track_name,album,album_release,artist,popularity,genres,playlist,duration_sec
Waverunners,Waverunner,30-03-2017,dopeSMOOTHIES,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",174.93999999989998
Psycho,ALWAYS STRIVE AND PROSPER,22-06-2016,A$AP Ferg,46,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",178.56
That's Not Me,Konnichiwa,06-05-2016,Skepta,3,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",185.968
XXX. FEAT. U2.,DAMN.,14-04-2017,Kendrick Lamar,67,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",254.19999999999996
SippinTeaInYoHood,SippinTeaInYoHood,13-04-2017,XXXTENTACION,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",174.8389999999
ELEMENT.,DAMN.,14-04-2017,Kendrick Lamar,72,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",208.733
Both (feat. Drake & Lil Wayne) - Remix,Both (feat. Drake & Lil Wayne) [Remix],14-04-2017,Gucci Mane,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",252.01700000000005
Glen Coco,Glen Coco,25-07-2014,Chynna,30,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",232.7769999999
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)","Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",23-03-2017,Young Thug,57,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",231.65900000000002
Running Back (feat. Lil Wayne),Running Back (feat. Lil Wayne),20-01-2017,Wale,1,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",215.43999999990004
Fish N Grits (feat. Travis Scott),Fish N Grits (feat. Travis Scott),06-04-2017,Wale,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",176.50400000000002
Sacrifices,More Life,18-03-2017,Drake,1,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",307.593
Kush Ups (feat. Wiz Khalifa),COOLAID,01-07-2016,Snoop Dogg,42,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",237.04
In The Nights,Good Vibes,23-02-2017,Damion,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",219.84
Deja Vu,4 Your Eyez Only,09-12-2016,J. Cole,70,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",264.747
Smartphone,Smartphone,09-03-2017,2 Chainz,35,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",251.69299999999998
Still,Brain Disorder - EP,07-04-2017,Brodinski,8,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",201.297
No Target,The Sour Patch Kid,03-03-2017,Brodinski,32,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",198.75699999990005
Kill Jill,Kill Jill,2017,Big Boi,1,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",266.857
Wrong,Wrong,28-04-2017,A$AP Mob,51,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",182.365
5071,5071,24-04-2017,Blvck O,20,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",228.197
XXX,The Way I'm Living Makes My Mom Nervous,21-10-2016,WELL$,24,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",214.0149999999
Y'all Ain't Ready (feat. 2 Chainz),Ransom 2,24-03-2017,Mike WiLL Made-It,34,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",222.657
Razzle Dazzle (feat. Future),Ransom 2,24-03-2017,Mike WiLL Made-It,39,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",216.0409999999
"Gucci On My (feat. 21 Savage, YG & Migos)",Ransom 2,24-03-2017,Mike WiLL Made-It,60,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",274.84699999990005
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Ransom 2,24-03-2017,Mike WiLL Made-It,62,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",240.926
Lookin,Playboi Carti,14-04-2017,Playboi Carti,61,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",183.55200000000002
New Choppa,Playboi Carti,14-04-2017,Playboi Carti,65,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",126.043
Eyes Closed,Eyes Closed,05-05-2017,Tyga,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",225.6
Draco,FUTURE,04-08-2017,Future,9,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",225.135
Get Mine,Get Mine,10-05-2017,Bryson Tiller,52,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",213.657
Outlet,Outlet,09-02-2017,Desiigner,63,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",268.8129999999
Wake + Bake,bloom,12-05-2017,Machine Gun Kelly,42,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",183.7599999999
Glorious,Glorious,07-04-2017,Belly,37,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",195.36
What in XXXTarnation,What in XXXTarnation,20-04-2017,XXXTENTACION,63,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",164.5979999999
America,Everybody,05-05-2017,Logic,51,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",331.34700000000004
Killing Spree,Everybody,05-05-2017,Logic,56,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",206.613
Gospel,Gospel,12-05-2017,Rich Brian,7,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",173.294
Mask Off - Remix,Mask Off (Remix),23-05-2017,Future,68,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",257.987
Peek A Boo,Teenage Emotions,26-05-2017,Lil Yachty,52,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",246.325
RAF,RAF,22-05-2017,A$AP Mob,65,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",255.41299999999998
Run to the Money,The Heartbreak Cure,19-05-2017,D'african,16,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",138.1989999999
Top Lookin Down,Top Lookin Down,17-05-2017,Yo Gotti,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",221.98300000000003
Eject,Eject,07-03-2017,CHRIS YONGE,35,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",251.1819999999
Selfish - Shlohmo Remix,Selfish (Shlohmo Remix),09-06-2017,PnB Rock,43,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",264.30300000000005
Consuela,Inzombia,11-11-2016,Belly,48,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",226.187
Turn Me Down,Turn Me Down,08-06-2017,GASHI,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",177.0029999999
Boss,Boss,06-06-2017,Lil Pump,52,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",106.021
To the Max,To the Max,05-06-2017,DJ Khaled,0,rap,"🔥💵 Hip Hop, Rap, Heavy 808's - New School",193.90200000000002
I'm Your DJ,"Miami Bass Tracks, Vol. 2",19-10-2013,Miami Bass Tracks,14,rap,Minitruckin Playlist,317.7780000000001
Let Me Clear My Throat - Old School Reunion Remix '96,Let Me Clear My Throat,01-01-1996,DJ Kool,52,rap,Minitruckin Playlist,290.16
Brand New Funk,"He's The DJ, I'm The Rapper",29-03-1988,DJ Jazzy Jeff & The Fresh Prince,40,rap,Minitruckin Playlist,245.29300000000003
Hype,2 Hype,1988,Kid 'N Play,23,rap,Minitruckin Playlist,239.4
Feel The Bass Again,Bass is the Name of the Game,1990,DJ Magic Mike,26,rap,Minitruckin Playlist,313.04
Drop the Bass Beats,"Miami Bass Tracks, Vol. 4",13-06-2016,Miami Bass Tracks,13,rap,Minitruckin Playlist,304.25000000000006
Hear Me Bumpin,"Miami Bass Tracks, Vol. 2",19-10-2013,Miami Bass Tracks,14,rap,Minitruckin Playlist,190.111
Rollin' With Kid 'N Play,2 Hype,1988,Kid 'N Play,43,rap,Minitruckin Playlist,243.8
I Got Dat Feelin' - Live,Let Me Clear My Throat,01-01-1996,DJ Kool,26,rap,Minitruckin Playlist,405.49299999999994
Bass Style,Miami Bass Tracks,01-02-2013,Miami Bass Tracks,16,rap,Minitruckin Playlist,315.481
High Sidin',24-7-365,1994,N2DEEP,17,rap,Minitruckin Playlist,296.86700000000013
Ambitionz Az A Ridah,All Eyez On Me,13-02-1996,2Pac,77,rap,Minitruckin Playlist,278.387
Pimpin' Lyrics,Back On The Street,1992,Ron C,6,rap,Minitruckin Playlist,255.29299999990005
Wanna Be A Baller,Sittin' Fat Down South,1998,Lil' Troy,63,rap,Minitruckin Playlist,355.06699999999995
Paid In Full,Paid In Full,1987,Eric B. & Rakim,51,rap,Minitruckin Playlist,228.667
Dopeman - Remix,Straight Outta Compton,08-08-1988,N.W.A.,50,rap,Minitruckin Playlist,320.172
Damn It Feels Good to Be a Gangsta - Mixtape Version,The Best of the Geto Boys,17-06-2013,Geto Boys,35,rap,Minitruckin Playlist,193.2399999999
Jus Lyke Compton,Way 2 Fonky,1992,DJ Quik,45,rap,Minitruckin Playlist,251.37300000000002
Same Song - Edit Version,Rhino Hi-Five: Digital Underground,19-06-2005,Digital Underground,48,rap,Minitruckin Playlist,237.533
My Bass Hits Harder,More Bass-More Boom-More Bottom,15-10-2009,Power Supply,11,rap,Minitruckin Playlist,239.093
Down Low ( Remix),Freak Nasty World,16-02-2006,Freak Nasty,25,rap,Minitruckin Playlist,263.64
King Of The Hill,Bow Down,01-01-1996,Westside Connection,42,rap,Minitruckin Playlist,257.4929999999
Supersonic,Supersonic The Album,1988,J.J. Fad,47,rap,Minitruckin Playlist,232.3069999999
Sally (That Girl),Rap Rarities,30-01-2017,Gucci Crew II,41,rap,Minitruckin Playlist,241.3599999999
Shake Whatcha Mama Gave Ya',Poisonous Mentality,18-03-1992,Poison Clan,35,rap,Minitruckin Playlist,204.57299999999998
Jump,Totally Krossed Out,17-03-1992,Kris Kross,66,rap,Minitruckin Playlist,195.107
Real Muthaphuckkin' G's,Gangsta Memorial,01-01-2007,Eazy-E,69,rap,Minitruckin Playlist,332.733
Straight Outta Compton,Straight Outta Compton,08-08-1988,N.W.A.,70,rap,Minitruckin Playlist,258.68799999999993
No Vaseline,Death Certificate (25th Anniversary Edition),09-06-2017,Ice Cube,66,rap,Minitruckin Playlist,313.0529999999
Boyz-N-The-Hood,N.W.A. And The Posse,01-01-1987,Eazy-E,64,rap,Minitruckin Playlist,339.89299999990004
All Eyez On Me,All Eyez On Me,13-02-1996,2Pac,75,rap,Minitruckin Playlist,307.773
How Long Will They Mourn Me?,Thug Life: Volume 1,01-01-1994,Thug Life,52,rap,Minitruckin Playlist,232.9469999999
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),Doggystyle,1993,Snoop Dogg,58,rap,Minitruckin Playlist,218.187
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Doggystyle,1993,Snoop Dogg,63,rap,Minitruckin Playlist,246.347
Let's Play House,Dogg Food,1995,Tha Dogg Pound,52,rap,Minitruckin Playlist,204.44
Tonite,Quik Is The Name,1991,DJ Quik,53,rap,Minitruckin Playlist,323.2669999999
"New York, New York",Dogg Food,1995,Tha Dogg Pound,55,rap,Minitruckin Playlist,290.43999999999994
Dollaz + Sense,Safe + Sound,1995,DJ Quik,53,rap,Minitruckin Playlist,352.9069999999
Backyard Boogie,Based On A True Story,01-01-1997,Mack 10,53,rap,Minitruckin Playlist,259.181
Playaz Club,Don't Fight The Feelin',01-01-1994,Rappin' 4-Tay,52,rap,Minitruckin Playlist,266.333
Pimp Of The Year,Explicit Game,06-09-1994,Dru Down,48,rap,Minitruckin Playlist,254.09300000000002
Can You Feel Me,Can You Feel Me,06-08-1996,Dru Down,41,rap,Minitruckin Playlist,252.49299999989998
Gettin' It,Gettin' It (Album Number Ten),21-05-1996,Too $hort,61,rap,Minitruckin Playlist,341.427
"Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T)",The Mail Man,1993,E-40,36,rap,Minitruckin Playlist,287.6
Hurricane,Game Related,08-07-1995,The Click,40,rap,Minitruckin Playlist,261.0799999999
Bow Down,Bow Down,01-01-1996,Westside Connection,57,rap,Minitruckin Playlist,206.827
Gittin' Funky,2 Hype,1988,Kid 'N Play,32,rap,Minitruckin Playlist,284.04
Rock The Bells,Radio,18-11-1985,LL Cool J,51,rap,Minitruckin Playlist,240.4929999999
Sucker M.C.'s (Krush-Groove 1),RUN-DMC (Expanded Edition),27-03-1984,Run–D.M.C.,43,rap,Minitruckin Playlist,189.947
Fight The Power,Fear Of A Black Planet,10-04-1990,Public Enemy,56,rap,Minitruckin Playlist,282.64
The Message (feat. Melle Mel & Duke Bootee),The Message,01-10-1982,Grandmaster Flash & The Furious Five,48,rap,Minitruckin Playlist,431.8
Now That We Found Love,Peaceful Journey,01-01-1991,Heavy D & The Boyz,57,rap,Minitruckin Playlist,258.20000000000005
Posse On Broadway,Swass,01-01-1988,Sir Mix-A-Lot,50,rap,Minitruckin Playlist,304.88
Back To The Hotel,Back To The Hotel,01-06-1992,N2DEEP,53,rap,Minitruckin Playlist,304.2800000000001
Buttermilk Biscuits (Keep On Square Dancin'),Swass,01-01-1988,Sir Mix-A-Lot,44,rap,Minitruckin Playlist,210.64
My Hooptie,Seminar,01-01-1989,Sir Mix-A-Lot,39,rap,Minitruckin Playlist,285.9999999999
The Formula,No One Can Do It Better,1989,The D.O.C.,46,rap,Minitruckin Playlist,252.62700000000004
The Ghetto,Short Dog's In The House,11-09-1990,Too $hort,55,rap,Minitruckin Playlist,302.133
Cocktales,Cocktails,23-01-1995,Too $hort,42,rap,Minitruckin Playlist,366.1600000000001
How I Could Just Kill a Man,Cypress Hill,13-08-1991,Cypress Hill,59,rap,Minitruckin Playlist,252.23999999999995
Ain't No Future In Yo' Frontin',MC Breed & DFC,01-01-1991,MC Breed,48,rap,Minitruckin Playlist,244.733
Gotta Get Mine,The New Breed,01-01-1993,MC Breed,59,rap,Minitruckin Playlist,264.76
I'm Bad,Bigger And Deffer,22-07-1987,LL Cool J,47,rap,Minitruckin Playlist,279.733
I Ain't No Joke,Paid In Full,1987,Eric B. & Rakim,48,rap,Minitruckin Playlist,232.76
Don't Sweat The Technique,Don't Sweat The Technique,01-01-1992,Eric B. & Rakim,53,rap,Minitruckin Playlist,262.79999999999995
Don't Believe The Hype,It Takes A Nation Of Millions To Hold Us Back,14-04-1988,Public Enemy,52,rap,Minitruckin Playlist,319.4929999999
Feel the Bass III,Ain't No Doubt About It,1991,DJ Magic Mike,36,rap,Minitruckin Playlist,304.467
The Booty Dub,Bass is the Name of the Game,1990,DJ Magic Mike,26,rap,Minitruckin Playlist,291.8
Rodeo,One Mo' 'gen (with B,10-01-1995,95 South,27,rap,Minitruckin Playlist,212.733
Da' Dip,Controversee…That's Life…and That's the Way It Is,29-10-1996,Freak Nasty,50,rap,Minitruckin Playlist,237.0
Shake A Lil' Somethin' (Original Street Mix Nasty),Shake A Lil' Somethin' Remixes,19-07-1996,2 LIVE CREW,34,rap,Minitruckin Playlist,241.373
Kitty-Kitty,199 Quad (w/ Bonus Dvd),27-05-1994,69 Boyz,34,rap,Minitruckin Playlist,248.13300000000004
Mr. Big Stuff - Remix,Living Large,25-10-1987,Heavy D & The Boyz,28,rap,Minitruckin Playlist,202.933
My Prerogative,Don't Be Cruel,01-01-1988,Bobby Brown,56,rap,Minitruckin Playlist,291.56
Sally,In Full Gear,15-06-1988,Stetsasonic,33,rap,Minitruckin Playlist,273.1329999999
Let's Get It Started,Let's Get It Started,01-01-1988,MC Hammer,35,rap,Minitruckin Playlist,248.907
Turn This Mutha Out,Greatest Hits,01-10-1996,MC Hammer,35,rap,Minitruckin Playlist,283.3330000000001
Gangsta's Paradise,Gangsta's Paradise,07-11-1995,Coolio,80,rap,Minitruckin Playlist,240.69300000000004
"Hold It Now, Hit It",Licensed To Ill,15-11-1986,Beastie Boys,46,rap,Minitruckin Playlist,206.213
"Da' Butt - From The ""School Daze"" Soundtrack",School Daze (Original Motion Picture Soundtrack),01-01-1988,E.U.,39,rap,Minitruckin Playlist,314.3599999999001
Nothing But Bass,Greatest Bass Hits,2004,Bass Patrol,24,rap,Minitruckin Playlist,152.39999999999998
I'm Your Pusher / Pusherman,Power,1988,Ice-T,37,rap,Minitruckin Playlist,334.827
Growin' Up In the Hood,Straight Checkn 'Em,02-07-1991,Compton's Most Wanted,33,rap,Minitruckin Playlist,251.86700000000002
Hand On the Pump,Cypress Hill,13-08-1991,Cypress Hill,49,rap,Minitruckin Playlist,243.02700000000002
Sometimes I Rhyme Slow,Ain't A Damn Thing Changed,01-01-1991,Nice & Smooth,51,rap,Minitruckin Playlist,172.26700000000005
Knockin' Boots,AIN'T NO SHAME IN MY GAME,1990,Candyman,43,rap,Minitruckin Playlist,233.0269999999
The Rhythm,The Boy Genius Featuring The New Beginning,31-01-1989,Kwame,29,rap,Minitruckin Playlist,231.0399999999001
30's-N-Lows,The Kings Of Bass,2004,Bass Patrol,18,rap,Minitruckin Playlist,246.36000000000004
Cars That Go Boom,808: The Compilation,20-11-2015,L'Trimm,35,rap,Minitruckin Playlist,236.58700000000002
Freaks of the Industry,Sex Packets,26-03-1990,Digital Underground,42,rap,Minitruckin Playlist,340.90699999990005
Ghetto Cowboy,"The Best of, Vol. 1",23-03-2018,Mo Thugs,43,rap,Minitruckin Playlist,325.4599999999
Born To Roll - Jeep Ass Niguh Remix,SlaughtaHouse (Deluxe Edition),1993,Masta Ace Incorporated,39,rap,Minitruckin Playlist,254.53300000000007
Uptown (feat. Bun B & Lil Wayne),So Far Gone,15-02-2019,Drake,62,rap,Hip-Hop 'n RnB,382.2619999999
All Girls Are The Same,All Girls Are The Same,13-04-2018,Juice WRLD,3,rap,Hip-Hop 'n RnB,169.295
Shoota (feat. Lil Uzi Vert),Die Lit,11-05-2018,Playboi Carti,77,rap,Hip-Hop 'n RnB,153.8
Truffle Butter,Truffle Butter,23-01-2015,Nicki Minaj,64,rap,Hip-Hop 'n RnB,219.227
Mystery Repeats,Mystery Repeats,10-09-2007,Pete Philly & Perquisite,0,rap,Hip-Hop 'n RnB,166.467
Weed Nap (Prod. by Sayez),The Transition,10-10-2010,Boaz,0,rap,Hip-Hop 'n RnB,251.246
Roll Up,Rolling Papers,29-03-2011,Wiz Khalifa,38,rap,Hip-Hop 'n RnB,227.773
Marijuana - Album Version (Edited),Man On The Moon II: The Legend Of Mr. Rager (Edited Version),01-01-2010,Kid Cudi,0,rap,Hip-Hop 'n RnB,260.20000000000005
Black Ice,The Transition,10-10-2010,Boaz,0,rap,Hip-Hop 'n RnB,200.56800000000004
Big Poppa - 2005 Remaster,Ready to Die (The Remaster),13-09-1994,The Notorious B.I.G.,74,rap,Hip-Hop 'n RnB,252.747
Erase Me - Main,Erase Me,01-01-2010,Kid Cudi,1,rap,Hip-Hop 'n RnB,192.84
Alles Wat Ik Wil,Winne Zonder Strijd,01-01-2009,Winne,32,rap,Hip-Hop 'n RnB,242.1329999999
Pursuit Of Happiness (Nightmare),Man On The Moon: The End Of Day,01-01-2009,Kid Cudi,43,rap,Hip-Hop 'n RnB,295.293
Lost Ones,Cole World: The Sideline Story,23-09-2011,J. Cole,3,rap,Hip-Hop 'n RnB,263.72
The Morning,Kanye West Presents Good Music Cruel Summer,01-01-2012,Raekwon,45,rap,Hip-Hop 'n RnB,275.08
No Church In The Wild,Watch The Throne (Deluxe),08-08-2011,JAY-Z,70,rap,Hip-Hop 'n RnB,272.507
Good Life,Good Life (Int'l ECD maxi),01-01-2007,Kanye West,3,rap,Hip-Hop 'n RnB,209.769
"Work Hard, Play Hard","Work Hard, Play Hard",23-04-2012,Wiz Khalifa,48,rap,Hip-Hop 'n RnB,220.71399999999997
Clique,Kanye West Presents Good Music Cruel Summer,01-01-2012,Kanye West,64,rap,Hip-Hop 'n RnB,293.61300000000006
Ms. Hill,Right About Now - The Official Sucka Free Cd,22-11-2005,Talib Kweli,0,rap,Hip-Hop 'n RnB,224.28
How We Do,The Documentary,2005,The Game,10,rap,Hip-Hop 'n RnB,235.53299999989997
Ali Bomaye,Jesus Piece,01-01-2012,The Game,3,rap,Hip-Hop 'n RnB,372.70700000000005
Beautiful,The Best Of Snoop Dogg,01-01-2005,Snoop Dogg,64,rap,Hip-Hop 'n RnB,299.147
P.I.M.P. - Snoop Dogg Remix,Get Rich Or Die Tryin',06-02-2003,50 Cent,56,rap,Hip-Hop 'n RnB,288.5729999999
Outta Control - Remix,The Massacre (Ecopac Reissue Explicit),03-03-2005,50 Cent,1,rap,Hip-Hop 'n RnB,247.06
GATman And Robbin,The Massacre (Ecopac Reissue Explicit),03-03-2005,50 Cent,0,rap,Hip-Hop 'n RnB,226.44099999999997
"OK, You're Right",Before I Self-Destruct,01-01-2009,50 Cent,0,rap,Hip-Hop 'n RnB,184.7069999999
Twijfel,Fresku,01-01-2010,Fresku,44,rap,Hip-Hop 'n RnB,315.893
Tante Lien,De Lachende Derde,2010,De Jeugd Van Tegenwoordig,41,rap,Hip-Hop 'n RnB,325.46700000000004
Buma In Mijn Zak,Buma In Me Zak,01-01-2008,De Jeugd Van Tegenwoordig,17,rap,Hip-Hop 'n RnB,277.36
Big City Life,Signs Of A Struggle,2005,Mattafix,65,rap,Hip-Hop 'n RnB,240.893
Happy Birthday,We The People,01-01-2005,Flipsyde,3,rap,Hip-Hop 'n RnB,195.547
Drank in My Cup,Drank In My Cup,16-09-2011,Kirko Bangz,62,rap,Hip-Hop 'n RnB,232.16
Rack City,Rack City,01-01-2011,Tyga,6,rap,Hip-Hop 'n RnB,208.8399999999
Hard Knock Life (The Ghetto Anthem) - Radio Edit,Bring It On: The Best Of,25-11-2003,JAY-Z,4,rap,Hip-Hop 'n RnB,238.667
Swimming Pools (Drank),Swimming Pools (Drank),03-08-2012,Kendrick Lamar,7,rap,Hip-Hop 'n RnB,247.80000000000004
A.D.H.D,Section.80,02-07-2011,Kendrick Lamar,15,rap,Hip-Hop 'n RnB,215.5089999999
No Sleep,Rolling Papers,29-03-2011,Wiz Khalifa,65,rap,Hip-Hop 'n RnB,191.31999999990003
Watskeburt?!,Parels Voor De Zwijnen,01-01-2008,De Jeugd Van Tegenwoordig,55,rap,Hip-Hop 'n RnB,375.973
Immortal - Edited Version,Immortal,14-03-2013,Kid Cudi,0,rap,Hip-Hop 'n RnB,302.50699999999995
Harder Than You Think,How You Sell Soul to a Soulless People Who Sold Their Soul?,07-08-2007,Public Enemy,61,rap,Hip-Hop 'n RnB,249.52200000000008
De Formule,De Formule,01-01-2013,De Jeugd Van Tegenwoordig,0,rap,Hip-Hop 'n RnB,313.638
Tak Takie,Het Kapitalisme,01-01-2008,U-niq,15,rap,Hip-Hop 'n RnB,234.387
Doag,Great Minds,01-01-2013,Great Minds,34,rap,Hip-Hop 'n RnB,252.17299999990007
What's Up Fatlip,The Loneliest Punk,2005,Fatlip,0,rap,Hip-Hop 'n RnB,202.266
Hypnotize - 2007 Remaster,Greatest Hits,05-03-2007,The Notorious B.I.G.,68,rap,Hip-Hop 'n RnB,230.0
Check Yo Self - Remix,Bootlegs And B-Sides,22-11-1994,Ice Cube,69,rap,Hip-Hop 'n RnB,273.1069999999
När solen går ner,När solen går ner,01-01-2012,AKI,55,rap,Hip-Hop 'n RnB,203.187
The Format,The Format (Special Edition),07-11-2006,AZ,0,rap,Hip-Hop 'n RnB,183.44000000000003
21 Questions,Get Rich Or Die Tryin',06-02-2003,50 Cent,69,rap,Hip-Hop 'n RnB,224.42699999999996
Picasso Baby,Magna Carta... Holy Grail,10-07-2013,JAY-Z,0,rap,Hip-Hop 'n RnB,245.78700000000003
F*ckwithmeyouknowigotit,Magna Carta... Holy Grail,10-07-2013,JAY-Z,1,rap,Hip-Hop 'n RnB,243.41300000000004
Ima Boss (feat. Rick Ross),"MMG Presents: Self Made, Vol. 1",23-05-2011,Meek Mill,65,rap,Hip-Hop 'n RnB,250.23999999999995
Aston Martin Music,Teflon Don,01-01-2010,Rick Ross,2,rap,Hip-Hop 'n RnB,270.627
Put On,The Recession,01-01-2008,Jeezy,2,rap,Hip-Hop 'n RnB,321.293
F.U.T.W.,Magna Carta... Holy Grail,10-07-2013,JAY-Z,0,rap,Hip-Hop 'n RnB,242.76
Xxplosive,2001 (Explicit Version),01-01-1999,Dr. Dre,5,rap,Hip-Hop 'n RnB,215.26699999999997
